,Glicose,Insulina,Beta
0.0,80.0,12.0,800.0
0.10002000400080016,80.11550951890403,11.921055503200211,796.9899108090365
0.20004000800160032,80.2340439826134,11.844402581673144,794.0578045511284
0.3000600120024005,80.3555025091483,11.76996847726374,791.2033869751162
0.40008001600320064,80.47978769095673,11.697683852849021,788.425570208435
0.5001000200040008,80.60680542226635,11.627482568096939,785.7232740471075
0.600120024004801,80.73646473677542,11.559301498832511,783.0954255192556
0.7001400280056012,80.86867765495592,11.493080367195818,780.5409578966955
0.8001600320064013,81.0033590403514,11.428761581648358,778.0588164784233
0.9001800360072014,81.14042646429746,11.366290087130492,775.6479483953814
1.0002000400080016,81.27980007852692,11.30561322325105,773.3073149626316
1.1002200440088017,81.42140249516473,11.24668059172477,771.0358828526273
1.200240048009602,81.56515867364612,11.189443931182987,768.8326282042372
1.3002600520104022,81.71099581412528,11.133856999607753,766.6965355714007
1.4002800560112023,81.85884325697056,11.079875463617041,764.6265998397683
1.5003000600120024,82.00863238796936,11.027456794491442,762.6218233762762
1.6003200640128026,82.16029654888972,10.976560170086932,760.681219909634
1.7003400680136027,82.31377095307059,10.927146382877787,758.8038098143189
1.8003600720144028,82.46899260573221,10.87917775303946,756.9886253080421
1.900380076015203,82.62590022872064,10.832618046992753,755.2347068974202
2.000400080016003,82.78443418941657,10.78743240048191,753.5411065264726
2.1004200840168035,82.94453643355821,10.743587246525552,751.9068817908856
2.2004400880176034,83.10615042174122,10.701050247016717,750.3311049570151
2.3004600920184037,83.26922106937819,10.659790228989767,748.8128550538668
2.400480096019204,83.43369468990917,10.619777124203155,747.3512207577603
2.500500100020004,83.59951894107122,10.58098191236555,745.9453002815377
2.6005201040208044,83.76664277404579,10.54337656755061,744.5942043360143
2.7005401080216043,83.93501638531508,10.50693400811725,743.2970493194426
2.8005601120224046,84.10459117106674,10.471628048964348,742.0529652637947
2.9005801160232045,84.27531968399995,10.437433357116186,740.8610893334517
3.000600120024005,84.44715559239123,10.404325409523036,739.7205685775997
3.100620124024805,84.62005364128926,10.372280453326779,738.6305618375009
3.200640128025605,84.79396961571662,10.341275468692576,737.590234669728
3.3006601320264055,84.96886030576051,10.311288133385483,736.5987643432708
3.4006801360272054,85.14468347344614,10.28229678966239,735.6553374882222
3.500700140028006,85.32139782128937,10.254280413056167,734.7591479283092
3.6007201440288057,85.49896296243274,10.227218582683344,733.9094010692753
3.700740148029606,85.67733939227517,10.201091453422785,733.1053135129845
3.800760152030406,85.85648846151112,10.175879729919924,732.3461065300706
3.9007801560312063,86.0363723504976,10.151564641451174,731.6310151215879
4.000800160032006,86.21695404487647,10.128127918846399,730.9592805923199
4.100820164032807,86.39819731237962,10.105551772267123,730.3301545370435
4.200840168033607,86.5800666807515,10.083818870414667,729.7428979838423
4.300860172034407,86.76252741672656,10.06291232090872,729.1967803218231
4.400880176035207,86.9455455060024,10.042815651666789,728.6910805244084
4.500900180036007,87.12908763415356,10.023512793424965,728.2250855559228
4.6009201840368075,87.31312116843316,10.004988063066452,727.7980927507487
4.700940188037608,87.49761414041437,9.987226148090658,727.4094064433275
4.800960192038408,87.6825352294241,9.970212091758532,727.0583390842046
4.900980196039208,87.86785374672539,9.953931278851568,726.7442171338165
5.001000200040008,88.05353962040938,9.93836942299484,726.4663668624034
5.101020204040808,88.23956338095373,9.923512553425917,726.2241317469942
5.201040208041609,88.42589614741615,9.909347003769454,726.0168566028942
5.301060212042408,88.61250961422367,9.895859400362573,725.84389866074
5.4010802160432085,88.79937603852831,9.883036651807867,725.7046228716297
5.501100220044009,88.98646822809704,9.870865938896724,725.5984019331179
5.601120224044809,89.17375952970714,9.859334705145464,725.5246141725065
5.70114022804561,89.36122381801883,9.84843064742769,725.4826514093161
5.801160232046409,89.54883548490163,9.838141707844613,725.4719076027046
5.901180236047209,89.73656942918656,9.828456065199871,725.4917883276626
6.00120024004801,89.92440104682412,9.81936212746759,725.5417058283964
6.10122024404881,90.11230622142442,9.810848524402632,725.6210802540868
6.20124024804961,90.3002613151597,9.80290410062232,725.7293383090024
6.30126025205041,90.48824316000896,9.795517908874457,725.865915902449
