t,G,I,B,Te,Treg
28.79,-7616.9808,2794.4304,0.0000,17.7006,979.8514
28.8,-7619.6990,2794.4025,0.0000,17.7092,979.8449
28.810000000000002,-7622.4171,2794.3745,-0.0000,17.7179,979.8384
28.82,-7625.1352,2794.3466,-0.0000,17.7265,979.8319
28.830000000000002,-7627.8532,2794.3186,0.0000,17.7352,979.8254
28.84,-7630.5712,2794.2907,0.0000,17.7438,979.8189
28.85,-7633.2891,2794.2628,0.0000,17.7525,979.8123
28.86,-7636.0070,2794.2348,-0.0000,17.7611,979.8058
28.87,-7638.7248,2794.2069,-0.0000,17.7698,979.7993
28.88,-7641.4426,2794.1789,0.0000,17.7784,979.7928
28.89,-7644.1603,2794.1510,0.0000,17.7871,979.7863
28.900000000000002,-7646.8780,2794.1231,0.0000,17.7957,979.7798
28.91,-7649.5956,2794.0951,-0.0000,17.8043,979.7733
28.92,-7652.3131,2794.0672,0.0000,17.8129,979.7668
28.93,-7655.0306,2794.0392,0.0000,17.8216,979.7603
28.94,-7657.7480,2794.0113,0.0000,17.8302,979.7538
28.95,-7660.4654,2793.9833,-0.0000,17.8388,979.7473
28.96,-7663.1827,2793.9554,0.0000,17.8474,979.7408
28.97,-7665.9000,2793.9275,0.0000,17.8560,979.7343
28.98,-7668.6172,2793.8995,-0.0000,17.8646,979.7279
28.990000000000002,-7671.3343,2793.8716,-0.0000,17.8732,979.7214
29.0,-7674.0514,2793.8437,-0.0000,17.8818,979.7149
29.01,-7676.7685,2793.8157,0.0000,17.8904,979.7084
29.02,-7679.4855,2793.7878,0.0000,17.8990,979.7019
29.03,-7682.2024,2793.7598,-0.0000,17.9076,979.6954
29.04,-7684.9193,2793.7319,-0.0000,17.9162,979.6890
29.05,-7687.6361,2793.7040,0.0000,17.9247,979.6825
29.060000000000002,-7690.3529,2793.6760,0.0000,17.9333,979.6760
29.07,-7693.0696,2793.6481,0.0000,17.9419,979.6695
29.080000000000002,-7695.7863,2793.6202,-0.0000,17.9505,979.6631
29.09,-7698.5029,2793.5922,0.0000,17.9590,979.6566
29.1,-7701.2194,2793.5643,0.0000,17.9676,979.6501
29.11,-7703.9359,2793.5363,0.0000,17.9761,979.6437
29.12,-7706.6524,2793.5084,-0.0000,17.9847,979.6372
29.13,-7709.3687,2793.4805,0.0000,17.9933,979.6307
29.14,-7712.0851,2793.4525,0.0000,18.0018,979.6243
29.150000000000002,-7714.8013,2793.4246,0.0000,18.0103,979.6178
29.16,-7717.5176,2793.3967,-0.0000,18.0189,979.6113
29.17,-7720.2337,2793.3687,-0.0000,18.0274,979.6049
29.18,-7722.9498,2793.3408,0.0000,18.0360,979.5984
29.19,-7725.6659,2793.3129,0.0000,18.0445,979.5920
29.2,-7728.3819,2793.2849,-0.0000,18.0530,979.5855
29.21,-7731.0978,2793.2570,-0.0000,18.0615,979.5791
29.22,-7733.8137,2793.2291,0.0000,18.0701,979.5726
29.23,-7736.5296,2793.2011,0.0000,18.0786,979.5662
29.240000000000002,-7739.2453,2793.1732,0.0000,18.0871,979.5597
29.25,-7741.9611,2793.1453,-0.0000,18.0956,979.5533
29.26,-7744.6767,2793.1173,-0.0000,18.1041,979.5468
29.27,-7747.3923,2793.0894,0.0000,18.1126,979.5404
29.28,-7750.1079,2793.0615,0.0000,18.1211,979.5340
29.29,-7752.8234,2793.0336,-0.0000,18.1296,979.5275
29.3,-7755.5388,2793.0056,-0.0000,18.1381,979.5211
29.310000000000002,-7758.2542,2792.9777,0.0000,18.1466,979.5147
29.32,-7760.9696,2792.9498,0.0000,18.1551,979.5082
29.330000000000002,-7763.6849,2792.9218,-0.0000,18.1636,979.5018
29.34,-7766.4001,2792.8939,-0.0000,18.1720,979.4954
29.35,-7769.1153,2792.8660,0.0000,18.1805,979.4889
29.36,-7771.8304,2792.8381,0.0000,18.1890,979.4825
29.37,-7774.5454,2792.8101,-0.0000,18.1975,979.4761
29.38,-7777.2604,2792.7822,-0.0000,18.2059,979.4697
29.39,-7779.9754,2792.7543,0.0000,18.2144,979.4632
29.400000000000002,-7782.6903,2792.7263,0.0000,18.2228,979.4568
29.41,-7785.4051,2792.6984,0.0000,18.2313,979.4504
29.42,-7788.1199,2792.6705,-0.0000,18.2398,979.4440
29.43,-7790.8347,2792.6426,-0.0000,18.2482,979.4376
29.44,-7793.5493,2792.6146,0.0000,18.2566,979.4312
29.45,-7796.2640,2792.5867,0.0000,18.2651,979.4248
29.46,-7798.9785,2792.5588,-0.0000,18.2735,979.4183
29.47,-7801.6930,2792.5309,-0.0000,18.2820,979.4119
29.48,-7804.4075,2792.5029,0.0000,18.2904,979.4055
29.490000000000002,-7807.1219,2792.4750,0.0000,18.2988,979.3991
29.5,-7809.8362,2792.4471,0.0000,18.3072,979.3927
29.51,-7812.5505,2792.4192,-0.0000,18.3157,979.3863
29.52,-7815.2648,2792.3912,0.0000,18.3241,979.3799
29.53,-7817.9789,2792.3633,0.0000,18.3325,979.3735
29.54,-7820.6931,2792.3354,-0.0000,18.3409,979.3671
29.55,-7823.4071,2792.3075,-0.0000,18.3493,979.3607
29.560000000000002,-7826.1212,2792.2795,0.0000,18.3577,979.3543
29.57,-7828.8351,2792.2516,0.0000,18.3661,979.3480
29.580000000000002,-7831.5490,2792.2237,-0.0000,18.3745,979.3416
29.59,-7834.2629,2792.1958,-0.0000,18.3829,979.3352
29.6,-7836.9767,2792.1679,0.0000,18.3913,979.3288
29.61,-7839.6904,2792.1399,0.0000,18.3997,979.3224
29.62,-7842.4041,2792.1120,0.0000,18.4080,979.3160
29.63,-7845.1177,2792.0841,-0.0000,18.4164,979.3096
29.64,-7847.8313,2792.0562,-0.0000,18.4248,979.3033
29.650000000000002,-7850.5448,2792.0282,0.0000,18.4332,979.2969
29.66,-7853.2583,2792.0003,0.0000,18.4415,979.2905
29.67,-7855.9717,2791.9724,-0.0000,18.4499,979.2841
29.68,-7858.6851,2791.9445,-0.0000,18.4583,979.2778
29.69,-7861.3984,2791.9166,0.0000,18.4666,979.2714
29.7,-7864.1116,2791.8886,0.0000,18.4750,979.2650
29.71,-7866.8248,2791.8607,0.0000,18.4833,979.2587
29.72,-7869.5379,2791.8328,-0.0000,18.4917,979.2523
29.73,-7872.2510,2791.8049,0.0000,18.5000,979.2459
29.740000000000002,-7874.9640,2791.7770,0.0000,18.5083,979.2396
29.75,-7877.6770,2791.7491,0.0000,18.5167,979.2332
29.76,-7880.3899,2791.7211,-0.0000,18.5250,979.2268
29.77,-7883.1028,2791.6932,0.0000,18.5333,979.2205
29.78,-7885.8156,2791.6653,0.0000,18.5417,979.2141
29.79,-7888.5283,2791.6374,-0.0000,18.5500,979.2078
29.8,-7891.2410,2791.6095,-0.0000,18.5583,979.2014
29.810000000000002,-7893.9537,2791.5816,0.0000,18.5666,979.1951
29.82,-7896.6662,2791.5536,0.0000,18.5749,979.1887
29.830000000000002,-7899.3788,2791.5257,-0.0000,18.5832,979.1824
29.84,-7902.0912,2791.4978,-0.0000,18.5915,979.1760
29.85,-7904.8037,2791.4699,-0.0000,18.5998,979.1697
29.86,-7907.5160,2791.4420,0.0000,18.6081,979.1633
29.87,-7910.2283,2791.4141,0.0000,18.6164,979.1570
29.88,-7912.9406,2791.3862,-0.0000,18.6247,979.1506
29.89,-7915.6528,2791.3582,-0.0000,18.6330,979.1443
29.900000000000002,-7918.3649,2791.3303,0.0000,18.6413,979.1380
29.91,-7921.0770,2791.3024,0.0000,18.6495,979.1316
29.92,-7923.7891,2791.2745,-0.0000,18.6578,979.1253
29.93,-7926.5010,2791.2466,-0.0000,18.6661,979.1190
29.94,-7929.2130,2791.2187,0.0000,18.6744,979.1126
29.95,-7931.9248,2791.1908,0.0000,18.6826,979.1063
29.96,-7934.6366,2791.1629,-0.0000,18.6909,979.1000
29.97,-7937.3484,2791.1349,-0.0000,18.6991,979.0936
29.98,-7940.0601,2791.1070,0.0000,18.7074,979.0873
29.990000000000002,-7942.7718,2791.0791,0.0000,18.7156,979.0810
30.0,-7945.4834,2791.0512,-0.0000,18.7239,979.0747
30.01,-7948.1949,2791.0233,-0.0000,18.7321,979.0684
30.02,-7950.9064,2790.9954,-0.0000,18.7404,979.0620
30.03,-7953.6178,2790.9675,0.0000,18.7486,979.0557
30.04,-7956.3292,2790.9396,0.0000,18.7568,979.0494
30.05,-7959.0405,2790.9117,-0.0000,18.7651,979.0431
30.060000000000002,-7961.7518,2790.8837,-0.0000,18.7733,979.0368
30.07,-7964.4630,2790.8558,0.0000,18.7815,979.0305
30.080000000000002,-7967.1741,2790.8279,0.0000,18.7897,979.0242
30.09,-7969.8852,2790.8000,-0.0000,18.7979,979.0179
30.1,-7972.5963,2790.7721,0.0000,18.8061,979.0116
30.11,-7975.3073,2790.7442,0.0000,18.8144,979.0053
30.12,-7978.0182,2790.7163,0.0000,18.8226,978.9990
30.13,-7980.7291,2790.6884,-0.0000,18.8308,978.9927
30.14,-7983.4399,2790.6605,-0.0000,18.8389,978.9864
30.150000000000002,-7986.1507,2790.6326,0.0000,18.8471,978.9801
30.16,-7988.8614,2790.6047,0.0000,18.8553,978.9738
30.17,-7991.5720,2790.5768,-0.0000,18.8635,978.9675
30.18,-7994.2826,2790.5489,-0.0000,18.8717,978.9612
30.19,-7996.9932,2790.5210,0.0000,18.8799,978.9549
30.2,-7999.7037,2790.4931,0.0000,18.8880,978.9486
30.21,-8002.4141,2790.4651,0.0000,18.8962,978.9423
30.22,-8005.1245,2790.4372,-0.0000,18.9044,978.9360
30.23,-8007.8348,2790.4093,0.0000,18.9125,978.9297
30.240000000000002,-8010.5451,2790.3814,0.0000,18.9207,978.9235
30.25,-8013.2553,2790.3535,0.0000,18.9289,978.9172
30.26,-8015.9655,2790.3256,-0.0000,18.9370,978.9109
30.27,-8018.6756,2790.2977,0.0000,18.9452,978.9046
30.28,-8021.3856,2790.2698,0.0000,18.9533,978.8983
30.29,-8024.0956,2790.2419,-0.0000,18.9615,978.8921
30.3,-8026.8056,2790.2140,-0.0000,18.9696,978.8858
30.310000000000002,-8029.5155,2790.1861,0.0000,18.9777,978.8795
30.32,-8032.2253,2790.1582,0.0000,18.9859,978.8732
30.330000000000002,-8034.9351,2790.1303,-0.0000,18.9940,978.8670
30.34,-8037.6448,2790.1024,-0.0000,19.0021,978.8607
30.35,-8040.3545,2790.0745,-0.0000,19.0102,978.8544
30.36,-8043.0641,2790.0466,0.0000,19.0183,978.8482
30.37,-8045.7736,2790.0187,0.0000,19.0265,978.8419
30.38,-8048.4832,2789.9908,-0.0000,19.0346,978.8357
30.39,-8051.1926,2789.9629,-0.0000,19.0427,978.8294
30.400000000000002,-8053.9020,2789.9350,0.0000,19.0508,978.8231
30.41,-8056.6113,2789.9071,0.0000,19.0589,978.8169
30.42,-8059.3206,2789.8792,-0.0000,19.0670,978.8106
30.43,-8062.0298,2789.8513,0.0000,19.0751,978.8044
30.44,-8064.7390,2789.8234,0.0000,19.0832,978.7981
30.45,-8067.4481,2789.7955,0.0000,19.0912,978.7919
30.46,-8070.1572,2789.7676,-0.0000,19.0993,978.7856
30.47,-8072.8662,2789.7397,-0.0000,19.1074,978.7794
30.48,-8075.5752,2789.7118,0.0000,19.1155,978.7731
30.490000000000002,-8078.2841,2789.6839,0.0000,19.1235,978.7669
30.5,-8080.9929,2789.6560,-0.0000,19.1316,978.7607
30.51,-8083.7017,2789.6281,-0.0000,19.1397,978.7544
30.52,-8086.4104,2789.6002,0.0000,19.1477,978.7482
30.53,-8089.1191,2789.5723,0.0000,19.1558,978.7419
30.54,-8091.8277,2789.5444,0.0000,19.1638,978.7357
30.55,-8094.5363,2789.5166,-0.0000,19.1719,978.7295
30.560000000000002,-8097.2448,2789.4887,0.0000,19.1799,978.7232
30.57,-8099.9533,2789.4608,0.0000,19.1880,978.7170
30.580000000000002,-8102.6617,2789.4329,-0.0000,19.1960,978.7108
30.59,-8105.3700,2789.4050,-0.0000,19.2040,978.7046
30.6,-8108.0783,2789.3771,0.0000,19.2121,978.6983
30.61,-8110.7866,2789.3492,0.0000,19.2201,978.6921
30.62,-8113.4947,2789.3213,-0.0000,19.2281,978.6859
30.63,-8116.2029,2789.2934,-0.0000,19.2361,978.6797
30.64,-8118.9109,2789.2655,0.0000,19.2442,978.6734
30.650000000000002,-8121.6190,2789.2376,0.0000,19.2522,978.6672
30.66,-8124.3269,2789.2097,-0.0000,19.2602,978.6610
30.67,-8127.0348,2789.1818,-0.0000,19.2682,978.6548
30.68,-8129.7427,2789.1539,0.0000,19.2762,978.6486
30.69,-8132.4505,2789.1260,0.0000,19.2842,978.6424
30.7,-8135.1582,2789.0982,0.0000,19.2922,978.6362
30.71,-8137.8659,2789.0703,-0.0000,19.3002,978.6300
30.72,-8140.5736,2789.0424,0.0000,19.3082,978.6237
30.73,-8143.2811,2789.0145,0.0000,19.3161,978.6175
30.740000000000002,-8145.9887,2788.9866,0.0000,19.3241,978.6113
30.75,-8148.6961,2788.9587,-0.0000,19.3321,978.6051
30.76,-8151.4035,2788.9308,0.0000,19.3401,978.5989
30.77,-8154.1109,2788.9029,0.0000,19.3481,978.5927
30.78,-8156.8182,2788.8750,-0.0000,19.3560,978.5865
30.79,-8159.5255,2788.8471,-0.0000,19.3640,978.5803
30.8,-8162.2326,2788.8193,0.0000,19.3719,978.5741
30.810000000000002,-8164.9398,2788.7914,0.0000,19.3799,978.5680
30.82,-8167.6469,2788.7635,-0.0000,19.3878,978.5618
30.830000000000002,-8170.3539,2788.7356,-0.0000,19.3958,978.5556
30.84,-8173.0609,2788.7077,-0.0000,19.4037,978.5494
30.85,-8175.7678,2788.6798,0.0000,19.4117,978.5432
30.86,-8178.4747,2788.6519,0.0000,19.4196,978.5370
30.87,-8181.1815,2788.6240,-0.0000,19.4276,978.5308
30.88,-8183.8882,2788.5962,-0.0000,19.4355,978.5246
30.89,-8186.5949,2788.5683,0.0000,19.4434,978.5185
30.900000000000002,-8189.3016,2788.5404,0.0000,19.4513,978.5123
30.91,-8192.0082,2788.5125,-0.0000,19.4593,978.5061
30.92,-8194.7147,2788.4846,0.0000,19.4672,978.4999
30.93,-8197.4212,2788.4567,0.0000,19.4751,978.4938
30.94,-8200.1276,2788.4289,-0.0000,19.4830,978.4876
30.95,-8202.8340,2788.4010,-0.0000,19.4909,978.4814
30.96,-8205.5403,2788.3731,0.0000,19.4988,978.4753
30.970000000000002,-8208.2465,2788.3452,0.0000,19.5067,978.4691
30.98,-8210.9528,2788.3173,-0.0000,19.5146,978.4629
30.990000000000002,-8213.6589,2788.2894,-0.0000,19.5225,978.4568
31.0,-8216.3650,2788.2616,-0.0000,19.5304,978.4506
31.01,-8219.0710,2788.2337,0.0000,19.5383,978.4444
31.02,-8221.7770,2788.2058,0.0000,19.5461,978.4383
31.03,-8224.4830,2788.1779,-0.0000,19.5540,978.4321
31.04,-8227.1888,2788.1500,-0.0000,19.5619,978.4259
31.05,-8229.8946,2788.1221,0.0000,19.5698,978.4198
31.060000000000002,-8232.6004,2788.0943,0.0000,19.5776,978.4136
31.07,-8235.3061,2788.0664,-0.0000,19.5855,978.4075
31.080000000000002,-8238.0118,2788.0385,0.0000,19.5934,978.4013
31.09,-8240.7174,2788.0106,0.0000,19.6012,978.3952
31.1,-8243.4229,2787.9827,-0.0000,19.6091,978.3890
31.11,-8246.1284,2787.9549,-0.0000,19.6169,978.3829
31.12,-8248.8339,2787.9270,-0.0000,19.6248,978.3767
31.13,-8251.5392,2787.8991,0.0000,19.6326,978.3706
31.14,-8254.2446,2787.8712,0.0000,19.6404,978.3645
31.150000000000002,-8256.9498,2787.8433,-0.0000,19.6483,978.3583
31.16,-8259.6551,2787.8155,-0.0000,19.6561,978.3522
31.17,-8262.3602,2787.7876,0.0000,19.6639,978.3460
31.18,-8265.0653,2787.7597,0.0000,19.6718,978.3399
31.19,-8267.7704,2787.7318,-0.0000,19.6796,978.3338
31.2,-8270.4754,2787.7040,-0.0000,19.6874,978.3276
31.21,-8273.1803,2787.6761,0.0000,19.6952,978.3215
31.220000000000002,-8275.8852,2787.6482,0.0000,19.7030,978.3154
31.23,-8278.5900,2787.6203,-0.0000,19.7108,978.3093
31.240000000000002,-8281.2948,2787.5924,0.0000,19.7186,978.3031
31.25,-8283.9995,2787.5646,0.0000,19.7264,978.2970
31.26,-8286.7042,2787.5367,-0.0000,19.7342,978.2909
31.27,-8289.4088,2787.5088,-0.0000,19.7420,978.2848
31.28,-8292.1134,2787.4809,-0.0000,19.7498,978.2786
31.29,-8294.8179,2787.4531,0.0000,19.7576,978.2725
31.3,-8297.5223,2787.4252,0.0000,19.7654,978.2664
31.310000000000002,-8300.2267,2787.3973,-0.0000,19.7732,978.2603
31.32,-8302.9310,2787.3694,-0.0000,19.7809,978.2542
31.330000000000002,-8305.6353,2787.3416,0.0000,19.7887,978.2481
31.34,-8308.3396,2787.3137,0.0000,19.7965,978.2419
31.35,-8311.0437,2787.2858,-0.0000,19.8042,978.2358
31.36,-8313.7478,2787.2580,-0.0000,19.8120,978.2297
31.37,-8316.4519,2787.2301,0.0000,19.8198,978.2236
31.38,-8319.1559,2787.2022,0.0000,19.8275,978.2175
31.39,-8321.8599,2787.1743,-0.0000,19.8353,978.2114
31.400000000000002,-8324.5638,2787.1465,-0.0000,19.8430,978.2053
31.41,-8327.2676,2787.1186,0.0000,19.8508,978.1992
31.42,-8329.9714,2787.0907,0.0000,19.8585,978.1931
31.43,-8332.6751,2787.0629,-0.0000,19.8662,978.1870
31.44,-8335.3788,2787.0350,0.0000,19.8740,978.1809
31.45,-8338.0824,2787.0071,0.0000,19.8817,978.1748
31.46,-8340.7860,2786.9792,0.0000,19.8894,978.1687
31.470000000000002,-8343.4895,2786.9514,-0.0000,19.8971,978.1626
31.48,-8346.1930,2786.9235,0.0000,19.9049,978.1566
31.490000000000002,-8348.8964,2786.8956,0.0000,19.9126,978.1505
31.5,-8351.5997,2786.8678,-0.0000,19.9203,978.1444
31.51,-8354.3030,2786.8399,-0.0000,19.9280,978.1383
31.52,-8357.0063,2786.8120,0.0000,19.9357,978.1322
31.53,-8359.7094,2786.7842,0.0000,19.9434,978.1261
31.54,-8362.4126,2786.7563,0.0000,19.9511,978.1200
31.55,-8365.1157,2786.7284,-0.0000,19.9588,978.1140
31.560000000000002,-8367.8187,2786.7006,-0.0000,19.9665,978.1079
31.57,-8370.5216,2786.6727,0.0000,19.9742,978.1018
31.580000000000002,-8373.2245,2786.6448,0.0000,19.9819,978.0957
31.59,-8375.9274,2786.6170,-0.0000,19.9895,978.0897
31.6,-8378.6302,2786.5891,-0.0000,19.9972,978.0836
31.61,-8381.3329,2786.5612,0.0000,20.0049,978.0775
31.62,-8384.0356,2786.5334,0.0000,20.0126,978.0715
31.63,-8386.7383,2786.5055,-0.0000,20.0202,978.0654
31.64,-8389.4409,2786.4776,0.0000,20.0279,978.0593
31.650000000000002,-8392.1434,2786.4498,0.0000,20.0356,978.0533
31.66,-8394.8459,2786.4219,0.0000,20.0432,978.0472
31.67,-8397.5483,2786.3940,-0.0000,20.0509,978.0411
31.68,-8400.2506,2786.3662,0.0000,20.0585,978.0351
31.69,-8402.9529,2786.3383,0.0000,20.0662,978.0290
31.7,-8405.6552,2786.3105,-0.0000,20.0738,978.0230
31.71,-8408.3574,2786.2826,-0.0000,20.0814,978.0169
31.720000000000002,-8411.0595,2786.2547,0.0000,20.0891,978.0108
31.73,-8413.7616,2786.2269,0.0000,20.0967,978.0048
31.740000000000002,-8416.4636,2786.1990,-0.0000,20.1043,977.9987
31.75,-8419.1656,2786.1711,-0.0000,20.1120,977.9927
31.76,-8421.8675,2786.1433,0.0000,20.1196,977.9866
31.77,-8424.5694,2786.1154,0.0000,20.1272,977.9806
31.78,-8427.2712,2786.0876,0.0000,20.1348,977.9746
31.79,-8429.9730,2786.0597,-0.0000,20.1424,977.9685
31.8,-8432.6747,2786.0318,0.0000,20.1500,977.9625
31.810000000000002,-8435.3763,2786.0040,0.0000,20.1576,977.9564
31.82,-8438.0779,2785.9761,-0.0000,20.1653,977.9504
31.830000000000002,-8440.7795,2785.9483,-0.0000,20.1728,977.9444
31.84,-8443.4809,2785.9204,0.0000,20.1804,977.9383
31.85,-8446.1824,2785.8925,0.0000,20.1880,977.9323
31.86,-8448.8837,2785.8647,-0.0000,20.1956,977.9262
31.87,-8451.5851,2785.8368,-0.0000,20.2032,977.9202
31.88,-8454.2863,2785.8090,0.0000,20.2108,977.9142
31.89,-8456.9875,2785.7811,0.0000,20.2184,977.9082
31.900000000000002,-8459.6887,2785.7532,-0.0000,20.2259,977.9021
31.91,-8462.3898,2785.7254,-0.0000,20.2335,977.8961
31.92,-8465.0908,2785.6975,0.0000,20.2411,977.8901
31.93,-8467.7918,2785.6697,0.0000,20.2486,977.8841
31.94,-8470.4928,2785.6418,-0.0000,20.2562,977.8780
31.95,-8473.1936,2785.6140,-0.0000,20.2638,977.8720
31.96,-8475.8945,2785.5861,0.0000,20.2713,977.8660
31.970000000000002,-8478.5952,2785.5582,0.0000,20.2789,977.8600
31.98,-8481.2959,2785.5304,-0.0000,20.2864,977.8540
31.990000000000002,-8483.9966,2785.5025,0.0000,20.2940,977.8480
32.0,-8486.6972,2785.4747,0.0000,20.3015,977.8419
32.01,-8489.3978,2785.4468,-0.0000,20.3090,977.8359
32.02,-8492.0983,2785.4190,-0.0000,20.3166,977.8299
32.03,-8494.7987,2785.3911,0.0000,20.3241,977.8239
32.04,-8497.4991,2785.3633,0.0000,20.3316,977.8179
32.05,-8500.1994,2785.3354,-0.0000,20.3391,977.8119
32.06,-8502.8997,2785.3076,-0.0000,20.3467,977.8059
32.07,-8505.5999,2785.2797,-0.0000,20.3542,977.7999
32.08,-8508.3001,2785.2519,0.0000,20.3617,977.7939
32.09,-8511.0002,2785.2240,0.0000,20.3692,977.7879
32.1,-8513.7002,2785.1961,-0.0000,20.3767,977.7819
32.11,-8516.4002,2785.1683,0.0000,20.3842,977.7759
32.12,-8519.1002,2785.1404,0.0000,20.3917,977.7699
32.13,-8521.8001,2785.1126,0.0000,20.3992,977.7639
32.14,-8524.4999,2785.0847,-0.0000,20.4067,977.7579
32.15,-8527.1997,2785.0569,0.0000,20.4142,977.7519
32.160000000000004,-8529.8994,2785.0290,0.0000,20.4217,977.7460
32.17,-8532.5991,2785.0012,-0.0000,20.4292,977.7400
32.18,-8535.2987,2784.9733,-0.0000,20.4366,977.7340
32.19,-8537.9983,2784.9455,0.0000,20.4441,977.7280
32.2,-8540.6978,2784.9176,0.0000,20.4516,977.7220
32.21,-8543.3972,2784.8898,-0.0000,20.4590,977.7160
32.22,-8546.0966,2784.8619,-0.0000,20.4665,977.7101
32.230000000000004,-8548.7960,2784.8341,0.0000,20.4740,977.7041
32.24,-8551.4953,2784.8062,0.0000,20.4814,977.6981
32.25,-8554.1945,2784.7784,-0.0000,20.4889,977.6921
32.26,-8556.8937,2784.7506,-0.0000,20.4963,977.6861
32.27,-8559.5928,2784.7227,0.0000,20.5038,977.6802
32.28,-8562.2919,2784.6949,0.0000,20.5112,977.6742
32.29,-8564.9909,2784.6670,-0.0000,20.5187,977.6682
32.3,-8567.6899,2784.6392,0.0000,20.5261,977.6623
32.31,-8570.3888,2784.6113,0.0000,20.5336,977.6563
32.32,-8573.0876,2784.5835,-0.0000,20.5410,977.6503
32.33,-8575.7864,2784.5556,-0.0000,20.5484,977.6444
32.34,-8578.4851,2784.5278,0.0000,20.5558,977.6384
32.35,-8581.1838,2784.4999,0.0000,20.5633,977.6324
32.36,-8583.8825,2784.4721,-0.0000,20.5707,977.6265
32.37,-8586.5810,2784.4442,-0.0000,20.5781,977.6205
32.38,-8589.2796,2784.4164,-0.0000,20.5855,977.6146
32.39,-8591.9780,2784.3886,0.0000,20.5929,977.6086
32.4,-8594.6764,2784.3607,0.0000,20.6003,977.6027
32.410000000000004,-8597.3748,2784.3329,-0.0000,20.6077,977.5967
32.42,-8600.0731,2784.3050,0.0000,20.6151,977.5908
32.43,-8602.7713,2784.2772,0.0000,20.6225,977.5848
32.44,-8605.4695,2784.2493,-0.0000,20.6299,977.5789
32.45,-8608.1677,2784.2215,-0.0000,20.6373,977.5729
32.46,-8610.8658,2784.1937,0.0000,20.6447,977.5670
32.47,-8613.5638,2784.1658,0.0000,20.6521,977.5610
32.480000000000004,-8616.2618,2784.1380,-0.0000,20.6594,977.5551
32.49,-8618.9597,2784.1101,-0.0000,20.6668,977.5492
32.5,-8621.6575,2784.0823,0.0000,20.6742,977.5432
32.51,-8624.3553,2784.0545,0.0000,20.6816,977.5373
32.52,-8627.0531,2784.0266,-0.0000,20.6889,977.5313
32.53,-8629.7508,2783.9988,-0.0000,20.6963,977.5254
32.54,-8632.4484,2783.9709,0.0000,20.7036,977.5195
32.55,-8635.1460,2783.9431,0.0000,20.7110,977.5135
32.56,-8637.8436,2783.9153,-0.0000,20.7184,977.5076
32.57,-8640.5410,2783.8874,-0.0000,20.7257,977.5017
32.58,-8643.2385,2783.8596,0.0000,20.7331,977.4958
32.59,-8645.9358,2783.8317,0.0000,20.7404,977.4898
32.6,-8648.6332,2783.8039,-0.0000,20.7477,977.4839
32.61,-8651.3304,2783.7761,0.0000,20.7551,977.4780
32.62,-8654.0276,2783.7482,0.0000,20.7624,977.4721
32.63,-8656.7248,2783.7204,-0.0000,20.7697,977.4661
32.64,-8659.4219,2783.6925,-0.0000,20.7771,977.4602
32.65,-8662.1189,2783.6647,0.0000,20.7844,977.4543
32.660000000000004,-8664.8159,2783.6369,0.0000,20.7917,977.4484
32.67,-8667.5128,2783.6090,-0.0000,20.7990,977.4425
32.68,-8670.2097,2783.5812,-0.0000,20.8063,977.4366
32.69,-8672.9065,2783.5534,0.0000,20.8136,977.4307
32.7,-8675.6033,2783.5255,0.0000,20.8210,977.4247
32.71,-8678.3000,2783.4977,-0.0000,20.8283,977.4188
32.72,-8680.9967,2783.4699,-0.0000,20.8356,977.4129
32.730000000000004,-8683.6933,2783.4420,0.0000,20.8429,977.4070
32.74,-8686.3898,2783.4142,0.0000,20.8501,977.4011
32.75,-8689.0863,2783.3864,-0.0000,20.8574,977.3952
32.76,-8691.7827,2783.3585,0.0000,20.8647,977.3893
32.77,-8694.4791,2783.3307,0.0000,20.8720,977.3834
32.78,-8697.1754,2783.3029,-0.0000,20.8793,977.3775
32.79,-8699.8717,2783.2750,-0.0000,20.8866,977.3716
32.8,-8702.5679,2783.2472,0.0000,20.8938,977.3657
32.81,-8705.2641,2783.2194,0.0000,20.9011,977.3598
32.82,-8707.9602,2783.1915,-0.0000,20.9084,977.3539
32.83,-8710.6563,2783.1637,-0.0000,20.9156,977.3480
32.84,-8713.3523,2783.1359,0.0000,20.9229,977.3422
32.85,-8716.0482,2783.1080,0.0000,20.9302,977.3363
32.86,-8718.7441,2783.0802,0.0000,20.9374,977.3304
32.87,-8721.4399,2783.0524,-0.0000,20.9447,977.3245
32.88,-8724.1357,2783.0245,0.0000,20.9519,977.3186
32.89,-8726.8314,2782.9967,0.0000,20.9592,977.3127
32.9,-8729.5271,2782.9689,-0.0000,20.9664,977.3068
32.910000000000004,-8732.2227,2782.9411,-0.0000,20.9736,977.3010
32.92,-8734.9183,2782.9132,0.0000,20.9809,977.2951
32.93,-8737.6138,2782.8854,0.0000,20.9881,977.2892
32.94,-8740.3093,2782.8576,-0.0000,20.9953,977.2833
32.95,-8743.0047,2782.8297,0.0000,21.0026,977.2775
32.96,-8745.7000,2782.8019,0.0000,21.0098,977.2716
32.97,-8748.3953,2782.7741,-0.0000,21.0170,977.2657
32.980000000000004,-8751.0905,2782.7463,-0.0000,21.0242,977.2598
32.99,-8753.7857,2782.7184,-0.0000,21.0314,977.2540
