,Glicose,Insulina,Beta,T,TReg
0.0,80.0,12.0,800.0,0.0,0.0
0.10001250156269534,79.93995853520514,11.992138017026088,800.2648843975717,0.0,0.0
0.20002500312539068,79.88063526137853,11.984665809368208,800.5168946826906,0.0,0.0
0.300037504688086,79.8220097771179,11.977563988500885,800.7563230118413,0.0,0.0
0.40005000625078135,79.7640456650886,11.970800330411791,800.9835559343463,0.0,0.0
0.5000625078134767,79.70671769531921,11.964351627509846,801.1989116219288,0.0,0.0
0.600075009376172,79.65001523655836,11.958206463943206,801.402619298772,0.0,0.0
0.7000875109388673,79.5939276819463,11.95235350784732,801.5949064514706,0.0,0.0
0.8001000125015627,79.538444449015,11.94678151134493,801.7759988290304,0.0,0.0
0.9001125140642581,79.48355497968812,11.94147931054607,801.9461204428682,0.0,0.0
1.0001250156269534,79.42924874028095,11.936435825548061,802.1054935668121,0.0,0.0
1.1001375171896488,79.37551522150049,11.931640060435527,802.2543387371015,0.0,0.0
1.200150018752344,79.32234393844543,11.927081103280374,802.3928747523868,0.0,0.0
1.3001625203150393,79.2697244306061,11.922748126141808,802.5213186737296,0.0,0.0
1.4001750218777347,79.21764626186456,11.918630385066322,802.6398858246029,0.0,0.0
1.50018752344043,79.16609902049449,11.914717220087704,802.7487897908907,0.0,0.0
1.6002000250031254,79.11507231916127,11.910998055227035,802.848242420888,0.0,0.0
1.7002125265658208,79.064555794922,11.907462398492683,802.9384538253016,0.0,0.0
1.8002250281285161,79.0145391092254,11.904099841880319,803.0196323772487,0.0,0.0
1.9002375296912115,78.9650119479119,11.900900061372894,803.0919847122585,0.0,0.0
2.000250031253907,78.9159640212136,11.897852816940663,803.1557157282706,0.0,0.0
2.1002625328166022,78.86738506375426,11.89494795254116,803.2110285856363,0.0,0.0
2.2002750343792976,78.81926483454936,11.892175396119228,803.258124707118,0.0,0.0
2.300287535941993,78.77159311700603,11.889525159606986,803.2972037778891,0.0,0.0
2.400300037504688,78.72435971892308,11.886987338923856,803.3284637455343,0.0,0.0
2.5003125390673833,78.677554472491,11.884552113976548,803.3521008200496,0.0,0.0
2.6003250406300786,78.63116723429195,11.882209748659065,803.3683094738421,0.0,0.0
2.700337542192774,78.5851878852998,11.879950590852705,803.37728244173,0.0,0.0
2.8003500437554694,78.53960633088006,11.877765072426053,803.3792107209429,0.0,0.0
2.9003625453181647,78.49441250078995,11.875643709234991,803.3742835711212,0.0,0.0
3.00037504688086,78.44959634917834,11.873577101122692,803.3626885143169,0.0,0.0
3.1003875484435555,78.40514785458578,11.871555931919621,803.3446113349929,0.0,0.0
3.200400050006251,78.36105701994454,11.869570969443535,803.3202360800236,0.0,0.0
3.300412551568946,78.31728370264456,11.867586345305384,803.2899353860498,0.0,0.0
3.4004250531316416,78.27379490468093,11.86557201490003,803.2540374991279,0.0,0.0
3.500437554694337,78.23059916557936,11.863534464339036,803.212608422482,0.0,0.0
3.6004500562570323,78.18770462946142,11.861479888317563,803.1657152245174,0.0,0.0
3.7004625578197277,78.14511899004076,11.859414141625416,803.1134263849265,0.0,0.0
3.800475059382423,78.1028494906231,11.85734273914705,803.0558117946899,0.0,0.0
3.9004875609451184,78.06090292410629,11.855270855861566,802.9929427560766,0.0,0.0
4.000500062507814,78.01928563298021,11.853203326842705,802.9248919826429,0.0,0.0
4.100512564070509,77.97800350932687,11.851144647258863,802.8517335992335,0.0,0.0
4.2005250656332045,77.93706199482035,11.849098972373076,802.7735431419809,0.0,0.0
4.300537567195899,77.89646608072681,11.84707011754303,802.6903975583058,0.0,0.0
4.400550068758595,77.85622030790452,11.845061558221055,802.6023752069165,0.0,0.0
4.50056257032129,77.8163287668038,11.843076429954126,802.5095558578095,0.0,0.0
4.600575071883986,77.7767950974671,11.841117528383865,802.4120206922692,0.0,0.0
4.700587573446681,77.73762248952893,11.839187309246544,802.309852302868,0.0,0.0
4.800600075009376,77.69881368221589,11.837287888373076,802.2031346934662,0.0,0.0
4.900612576572072,77.66037096434664,11.835421041689024,802.0919532792122,0.0,0.0
5.0006250781347665,77.622296174332,11.833588205214593,801.9763948865423,0.0,0.0
