,Y
0.0,2.0
0.10004001600640255,2.0322050383238026
0.2000800320128051,2.064794802402443
0.30012004801920766,2.0977695592504717
0.4001600640256102,2.1311294921578674
0.5002000800320128,2.1648746219371193
0.6002400960384153,2.1990047979353085
0.7002801120448179,2.2335196980341068
0.8003201280512204,2.2684188286497773
0.900360144057623,2.303701524733175
1.0004001600640255,2.3393669497697465
1.100440176070428,2.3754140957795293
1.2004801920768307,2.4118417833171533
1.3005202080832332,2.448648661471839
1.4005602240896358,2.485833207867399
1.5006002400960383,2.5233937286622368
1.6006402561024409,2.561328485295438
1.7006802721088434,2.599643594990841
1.800720288115246,2.638340368616688
1.9007603041216485,2.67741456115404
2.000800320128051,2.7168618157271003
2.1008403361344534,2.7566776636032175
2.200880352140856,2.796857524192885
2.300920368147259,2.83739670504974
2.4009603841536613,2.878290401870564
2.5010004001600636,2.919533698495284
2.6010404161664664,2.9611215669069706
2.701080432172869,3.003048867231839
2.8011204481792715,3.0453103477392487
2.901160464185674,3.0879006448417035
3.0012004801920766,3.1308142830948524
3.1012404961984794,3.1740456751974886
3.2012805122048817,3.217589121991549
3.301320528211284,3.2614388124621154
3.401360544217687,3.305588823737415
3.5014005602240896,3.3500331210888175
3.601440576230492,3.3947655579308385
3.7014805922368943,3.4397798758211375
3.801520608243297,3.4850697044605186
3.9015606242497,3.530628561692931
4.001600640256102,3.5764498535054665
4.1016406562625045,3.6225268740283623
4.201680672268907,3.668852805535002
4.30172068827531,3.7154207184419104
4.401760704281712,3.762223571308759
4.501800720288115,3.8092542108383616
4.601840736294518,3.8565053718766795
4.70188075230092,3.903969677412816
4.801920768307323,3.951639638579019
4.901960784313725,3.999507654650682
5.002000800320127,4.0475660130463424
5.1020408163265305,4.095806889327683
5.202080832332933,4.144222347199527
5.302120848339335,4.192804338509848
5.402160864345738,4.241544703249761
5.502200880352141,4.290435169553524
5.602240896358543,4.339467353698541
5.702280912364945,4.388632760105361
5.802320928371348,4.437922781337678
5.902360944377751,4.487328698102328
6.002400960384153,4.536841679249293
6.102440976390556,4.586452781771699
6.202480992396959,4.636152950805817
6.302521008403361,4.6859330196310625
6.4025610244097635,4.735783709669994
6.502601040416166,4.785695630488316
6.602641056422568,4.835659279794878
6.702681072428971,4.885665043441671
6.802721088435374,4.935703195423834
6.902761104441776,4.985763897879646
7.002801120448179,5.035837201090536
7.102841136454582,5.0859130434810735
7.202881152460984,5.135981251618974
7.302921168467386,5.186031540215096
7.402961184473789,5.236053512123443
7.503001200480192,5.286036658341167
7.603041216486594,5.335970358008557
7.7030812324929965,5.385843878409052
7.8031212484994,5.435646374969233
7.903161264505802,5.485366891258826
8.003201280512204,5.534994358990701
8.103241296518608,5.584517598020875
8.203281312525009,5.633925316348506
8.303321328531412,5.6832061101159
8.403361344537814,5.732348463608502
8.503401360544217,5.781340749254907
8.60344137655062,5.830171227626852
8.703481392557022,5.878828047439217
8.803521408563425,5.9272992455500315
8.903561424569828,5.975572746960463
9.00360144057623,6.023636364814827
9.103641456582633,6.071477800400585
9.203681472589036,6.119091604711028
9.303721488595437,6.166479195151363
9.40376150460184,6.213634083179196
9.503801520608242,6.260549829084779
