,Glicose,Insulina,Beta,T
0.0,80.0,12.0,800.0,1.0
0.10002000400080016,79.93239436060257,11.873529027268486,658.816357981242,2.840570668698842
0.20004000800160032,79.87281584609319,11.614848062760396,454.5530225696534,4.671776454757948
0.3000600120024005,79.82684664905887,11.214278128844763,264.8055481831716,6.493665007013776
0.40008001600320064,79.79932424202948,10.710572379719558,132.9805861900924,8.306283731833744
0.5001000200040008,79.79317411135908,10.157751551625092,59.20187474477498,10.109679794413124
0.600120024004801,79.80932619213546,9.596654641696222,24.667531178681525,11.903900119947801
0.7001400280056012,79.8474702241329,9.050263436761007,10.095634002266259,13.68899139488239
0.8001600320064013,79.90668933278873,8.528240783523694,4.049308486577302,15.46500006811928
0.9001800360072014,79.98585523017532,8.033516467409884,1.542186873026741,17.231972352227338
1.0002000400080016,80.08380317321955,7.56633175007725,0.5372930061168678,18.989954224644467
1.1002200440088017,80.19939919459789,7.1258640001144515,0.16719062646454025,20.73899142887389
1.200240048009602,80.33156513674591,6.710878329724411,0.04588835568407283,22.479129475674508
1.3002600520104022,80.47928643556992,6.3200103605331375,0.01100476689607072,24.210413644245
1.4002800560112023,80.64161241149444,5.951894506334907,0.002312953904058364,25.932888983401792
1.5003000600120024,80.81765340542955,5.605216744060666,0.0004273750138063838,27.646600312751737
1.6003200640128026,81.00657686965658,5.278731127605479,6.92995835444014e-05,29.35159222385797
1.7003400680136027,81.20760334940209,4.971262114477614,1.0253268875149902e-05,31.047909081400363
1.8003600720144028,81.42000267484511,4.681702157467496,1.4727374611972695e-06,32.73559502433
1.900380076015203,81.64309044373606,4.409008130599696,4.902914095853748e-07,34.41469396701706
2.000400080016003,81.87622478282525,4.1521976453187115,-4.449476123807757e-09,36.08524960039588
2.1004200840168035,82.11880339376287,3.9103455429701923,-8.03065061445652e-07,37.74730539309698
2.2004400880176034,82.37026081988212,3.6825805522253754,8.238208268587639e-07,39.400904592579664
2.3004600920184037,82.63006591967928,3.468082130717427,1.0860341131844442e-06,41.04609022626666
2.400480096019204,82.89771958872606,3.2660775486286497,1.8673361398665522e-07,42.682905102649144
2.500500100020004,83.17275261104957,3.075839082025386,-3.351975706536698e-07,44.311391812408125
