,Glicose,Insulina,Beta,T,TReg
0.0,80.0,12.0,800.0,1.0,1.0
0.10001250156269534,79.93213123906104,11.898087861616325,739.125119032573,1.0183509175366192,0.9999995045236352
0.20002500312539068,79.87001726138747,11.757653266499004,682.5454601270683,1.0366990823488718,0.9999990182236329
0.300037504688086,79.8155370318364,11.585556192737082,629.9695936289097,1.0550444948505282,0.9999985410986078
0.40005000625078135,79.76921088015561,11.385125396542488,581.283070311792,1.0733871554552468,0.9999980731471741
0.5000625078134767,79.73152850140916,11.159631708193514,536.354151308515,1.0917270645765722,0.999997614367947
0.600075009376172,79.70299127006975,10.912399728704756,495.0274738783512,1.110064222627937,0.9999971647595414
0.7000875109388673,79.68411224001879,10.64680782982712,457.12405140704607,1.1283986300226612,0.9999967243205724
0.8001000125015627,79.67541614454642,10.366288154047815,422.44127340681825,1.146730287173952,0.9999962930496556
0.9001125140642581,79.67743939635139,10.074326614590364,390.7529055163594,1.165059194494904,0.9999958709454067
1.0001250156269534,79.69073008754123,9.774462895414588,361.8090895008341,1.1833853523984994,0.9999954580064413
1.1001375171896488,79.71584798963208,9.470290451216627,335.33634325188007,1.2017087612976076,0.9999950542313757
1.200150018752344,79.75336455354885,9.165456507428917,311.03756078760784,1.2200294216049854,0.999994659618826
1.3001625203150393,79.80378725954827,8.86341877678311,288.6102325066994,1.2383473337332773,0.9999942741674088
1.4001750218777347,79.86651424984784,8.564102893037505,268.0144810212749,1.2566624980950156,0.9999938978757409
1.50018752344043,79.94095355087924,8.26747908844591,249.22745503644379,1.27497491510262,0.9999935307424389
1.6002000250031254,80.02673427398243,7.974159748033493,232.17045476430985,1.2932845851683976,0.9999931727661201
1.7002125265658208,80.12352649579658,7.6848125473036175,216.74912776954403,1.3115915087045436,0.9999928239454018
1.8002250281285161,80.23104125826018,7.400160452237838,202.85346896938438,1.3298956861231408,0.9999924842789014
1.9002375296912115,80.34903056861093,7.120981719295904,190.35782063363615,1.3481971178361603,0.9999921537652368
2.000250031253907,80.47728739938582,6.848109895415758,179.12087238467166,1.3664958042554607,0.9999918324030257
2.1002625328166022,80.61564568842107,6.58243381801354,168.9856611974305,1.3847917457927885,0.9999915201908864
2.2002750343792976,80.76398033885222,6.3248976149835805,159.77957139941918,1.403084942859778,0.9999912171274373
2.300287535941993,80.9222065865051,6.0764988338795085,151.3146035709227,1.4213753958679516,0.9999909232112969
2.400300037504688,81.0899404149483,5.8372680260726515,143.53325283900205,1.4396631052287199,0.9999906384410839
2.5003125390673833,81.26659085141388,5.606509981563584,136.4742384130674,1.457948071353381,0.9999903628154173
2.6003250406300786,81.45174511903386,5.38400514262199,130.1060695533341,1.4762302946531216,0.9999900963329162
2.700337542192774,81.64502013641442,5.169585823765822,124.38912670223468,1.4945097755390162,0.9999898389922003
2.8003500437554694,81.8460625176359,4.963136211761306,119.27566148441892,1.5127865144220276,0.9999895907918888
2.9003625453181647,82.05454857225284,4.764592365622936,114.7097967067539,1.5310605117130074,0.9999893517306016
3.00037504688086,82.27018430529394,4.57394221661348,110.62752635832392,1.549331767822695,0.9999891218069588
3.1003875484435555,82.49270541726206,4.391225568243975,106.95671561043059,1.5676002831617177,0.9999889010195805
3.200400050006251,82.72187730413428,4.216534096273729,103.61710081659272,1.5858660581405921,0.9999886893670873
3.300412551568946,82.95748873178142,4.049990438311501,100.52362678349523,1.6041290931697223,0.9999884868480996
3.4004250531316416,83.1991841209399,3.8911782444042635,97.67679939051354,1.6223893886594014,0.9999882934612384
3.500437554694337,83.44660633646184,3.7396011783490324,95.0893880575824,1.6406469450198105,0.9999881092051246
3.6004500562570323,83.6994568919273,3.5949270653342564,92.74982347033848,1.6589017626610194,0.9999879340783795
