,Glicose,Insulina,Beta
0.0,80.0,12.0,980.0
0.10004001600640255,80.40032474674915,12.026578829905295,990.195562729594
0.2000800320128051,80.80017702966494,12.053951060808476,990.8009754976902
0.30012004801920766,81.19955834192378,12.07918166933475,991.6258737725369
0.4001600640256102,81.59847091308632,12.102859497435961,991.2859740210733
0.5002000800320128,81.99691663253206,12.124676543280051,991.2375806208732
0.6002400960384153,82.39489737425713,12.14471956254892,991.6454520913126
0.7002801120448179,82.79241491951555,12.163120881610373,992.4936508344508
0.8003201280512204,83.18947113328372,12.180770342652448,991.2395055536555
0.900360144057623,83.58606735846023,12.19673953365415,991.2737836573116
1.0004001600640255,83.9822051821488,12.211464812191709,991.4949944246765
1.100440176070428,84.37788599450411,12.224871118437067,992.459546641927
1.2004801920768307,84.7731113343167,12.237817712151019,991.577816187007
1.3005202080832332,85.16788232028338,12.249647530770098,991.2975460641687
1.4005602240896358,85.562200204459,12.260523988863667,991.3171324466407
1.5006002400960383,85.95606614071804,12.270424995582092,991.9399903891883
1.6006402561024409,86.349481377956,12.279963785985965,991.2893202429567
1.7006802721088434,86.74244688003547,12.288721687573561,990.9761688002624
1.800720288115246,87.13496369164938,12.296817752218875,990.7740236010984
1.9007603041216485,87.52703282852734,12.304421776457142,990.2628964156862
2.000800320128051,87.91865517087693,12.311268457384704,990.5149489051906
2.1008403361344534,88.3098316458853,12.31745198563701,991.3532885107369
2.200880352140856,88.70056321256995,12.323350139626918,991.5955427465215
2.300920368147259,89.09085077572453,12.329235768153156,990.3935952021893
2.4009603841536613,89.48069491223738,12.334026516456328,991.6704588350394
2.5010004001600636,89.870096623156,12.338660162870188,992.2343907786537
2.6010404161664664,90.25905661675496,12.342860643737195,993.15936700752
2.701080432172869,90.64757578819909,12.347301814900876,992.1223825913515
2.8011204481792715,91.03565471682107,12.351307449575495,991.6188975314705
2.901160464185674,91.42329413947732,12.355001593597798,991.2854852752133
3.0012004801920766,91.81049478474685,12.358550547606601,990.5924843545512
3.1012404961984794,92.19725724737658,12.361573215929555,990.9917292164025
3.2012805122048817,92.58358221670284,12.364193925060386,992.1037817788896
3.301320528211284,92.96947040180243,12.366692975626215,992.9666245013082
3.401360544217687,93.35492252520062,12.369478991342461,992.1180097710959
3.5014005602240896,93.73993906381375,12.371859013663272,992.1574256098552
3.601440576230492,94.12452070532517,12.37418111430416,991.8472752863323
3.7014805922368943,94.50866804802837,12.376420064893614,991.3193964408209
3.801520608243297,94.89238165671833,12.378433589723874,991.1450488813472
3.9015606242497,95.2756620638618,12.379964693692482,992.3323100495338
4.001600640256102,95.65850993593199,12.381435488890405,993.3368652966044
4.1016406562625045,96.04092593204166,12.383276422312417,992.5486759558496
4.201680672268907,96.42291049747405,12.384916804117998,992.1549912599613
4.30172068827531,96.80446421919379,12.386500263656155,991.6383740290513
4.401760704281712,97.18558767587058,12.388161095589371,990.5056458158997
4.501800720288115,97.56628123987932,12.389047644085116,992.0581693226344
4.601840736294518,97.94654563273077,12.390046245116645,992.916534968954
4.70188075230092,98.32638136695223,12.391043000403492,993.5355814324228
4.801920768307323,98.70578906707097,12.392502598381952,992.1152013039432
4.901960784313725,99.08476908493299,12.393554926821256,992.0615272098141
5.002000800320127,99.46332196936876,12.394324153201543,992.917928154483
5.1020408163265305,99.8414483466635,12.395345182729045,992.5939919882678
5.202080832332933,100.21914865967057,12.396250724749967,992.54757987963
5.302120848339335,100.59642346577576,12.397264797272216,991.9046658691896
5.402160864345738,100.97327327089825,12.398367982906962,990.7472728143199
5.502200880352141,101.34969840683333,12.398665411208905,992.6673443833452
5.602240896358543,101.72569960775678,12.399326754853048,993.002910991313
5.702280912364945,102.10127733744518,12.400158527903677,992.5274018027969
5.802320928371348,102.47643207127246,12.401036243157472,991.7459492209371
5.902360944377751,102.85116418769172,12.401343869168189,993.169346176685
6.002400960384153,103.22547431325742,12.40175702884463,994.0702612264836
6.102440976390556,103.59936303309382,12.402755294923045,992.4818720718055
6.202480992396959,103.97283064404944,12.403323365922818,992.5641388303735
6.302521008403361,104.34587765837256,12.403573893944742,993.8758244293359
6.4025610244097635,104.71850471028057,12.404274327262373,993.2511577380425
6.502601040416166,105.09071221072207,12.405027351199628,992.3309895460884
6.602641056422568,105.46250056212995,12.405393133247692,992.9527937514586
6.702681072428971,105.83387033940686,12.405853520888305,993.1171621336432
6.802721088435374,106.20482202896729,12.40643075849102,992.730034880229
6.902761104441776,106.57535608796913,12.406996389877408,992.3332379203654
7.002801120448179,106.94547296795918,12.407396886838432,992.5793137541108
7.102841136454582,107.31517316474132,12.407723146548037,993.0905436682435
7.202881152460984,107.6844572253356,12.408350267250587,992.2762851511171
7.302921168467386,108.05332553963385,12.408808989183086,992.1320462011962
7.402961184473789,108.42177855670623,12.408953425162716,993.2923604626718
7.503001200480192,108.78981689425234,12.409564991881608,992.4093667687199
7.603041216486594,109.15744092032925,12.41006759270372,991.9538288933935
7.7030812324929965,109.52465104639556,12.410122952127047,993.3977323554386
7.8031212484994,109.89144792202062,12.410711208223983,992.4993529434106
7.903161264505802,110.25783190115854,12.411187739535693,992.0509661634297
8.003201280512204,110.62380339696931,12.411235083745536,993.447888493398
8.103241296518608,110.98936305047658,12.411809813863382,992.507917074417
8.203281312525009,111.3545111993155,12.4121832061416,992.422226002924
8.303321328531412,111.71924830270785,12.412306734112352,993.4138645870893
8.403361344537814,112.08357494598903,12.41284681423408,992.5389225569663
8.503401360544217,112.44749146518086,12.41307045590546,993.043611940707
8.60344137655062,112.81099839371322,12.413362107364179,993.2235285678571
8.703481392557022,113.17409620161744,12.413752635831527,992.9406914453232
8.803521408563425,113.53678529415652,12.413907421445463,993.6948961020302
8.903561424569828,113.89906623470114,12.414399096968209,992.9131556333639
9.00360144057623,114.26093935867908,12.414498478491181,993.8839445047141
9.103641456582633,114.62240523393335,12.414814007107818,993.8591350247377
9.203681472589036,114.98346431342989,12.41529937378831,993.0434858123348
9.303721488595437,115.34411693217915,12.415226389356278,994.757503714097
9.40376150460184,115.70436377187055,12.415882374323544,993.1222964020787
9.503801520608242,116.06420507814595,12.41602424666761,993.826126663805
9.603841536614645,116.42364140156425,12.416186219597796,994.4253418938923
9.703881552621048,116.78267328270124,12.416852865483246,992.6786446102192
9.80392156862745,117.14130097445613,12.416822234352296,994.1421923896232
9.903961584633853,117.4995251627692,12.417442953476394,992.568483759069
10.004001600640255,117.85734609214386,12.41746332820016,993.7750016676691
10.104041616646658,118.21476438067484,12.417845241927957,993.2815024395387
