t,M,Ma,B,Ba,Bn,G,I,D,tD,E,R,Em
0.9520000000000001,3049.8439,45726.0393,284.8638,15686237.3362,3828520.3551,27.0633,42.4014,39188.2833,53407.6481,572.7539,532.2432,0.1169
0.9530000000000001,3047.7877,45781.8847,284.8470,15698296.7537,3835503.1744,27.0642,42.4023,39372.3830,53274.8553,574.2028,533.5826,0.1171
0.9540000000000001,3045.7366,45837.7301,284.8303,15710349.7059,3842490.5121,27.0644,42.4006,39557.5083,53141.4390,575.6585,534.9288,0.1173
0.9550000000000001,3043.6909,45893.5753,284.8135,15722396.2139,3849482.3683,27.0639,42.3964,39743.6662,53007.3954,577.1211,536.2821,0.1175
0.9560000000000001,3041.6503,45949.4206,284.7967,15734436.2991,3856478.7430,27.0628,42.3896,39930.8634,52872.7205,578.5906,537.6424,0.1178
0.9570000000000001,3039.6150,46005.2658,284.7800,15746469.9829,3863479.6364,27.0611,42.3805,40119.1067,52737.4102,580.0672,539.0098,0.1180
0.9580000000000001,3037.5848,46061.1110,284.7632,15758497.2870,3870485.0487,27.0588,42.3692,40308.4032,52601.4604,581.5507,540.3844,0.1182
0.9590000000000001,3035.5598,46116.9563,284.7464,15770518.2332,3877494.9802,27.0561,42.3562,40498.7599,52464.8669,583.0414,541.7662,0.1185
0.96,3033.5399,46172.8016,284.7296,15782532.8432,3884509.4310,27.0530,42.3417,40690.1837,52327.6257,584.5392,543.1553,0.1187
0.961,3031.5251,46228.6469,284.7128,15794541.1392,3891528.4016,27.0496,42.3262,40882.6818,52189.7324,586.0443,544.5518,0.1189
0.962,3029.5154,46284.4924,284.6961,15806543.1433,3898551.8925,27.0460,42.3101,41076.2613,52051.1827,587.5566,545.9556,0.1192
0.963,3027.5107,46340.3380,284.6793,15818538.8780,3905579.9041,27.0425,42.2941,41270.9295,51911.9724,589.0762,547.3669,0.1194
0.964,3025.5110,46396.1838,284.6625,15830528.3655,3912612.4369,27.0391,42.2787,41466.6935,51772.0969,590.6031,548.7858,0.1196
0.965,3023.5163,46452.0297,284.6457,15842511.6285,3919649.4916,27.0360,42.2647,41663.5607,51631.5519,592.1375,550.2122,0.1199
0.966,3021.5266,46507.8759,284.6289,15854488.6899,3926691.0689,27.0335,42.2528,41861.5383,51490.3329,593.6794,551.6463,0.1201
0.967,3019.5418,46563.7223,284.6121,15866459.5724,3933737.1695,27.0317,42.2438,42060.6339,51348.4353,595.2289,553.0881,0.1204
0.968,3017.5619,46619.5690,284.5953,15878424.2991,3940787.7941,27.0309,42.2387,42260.8549,51205.8545,596.7859,554.5376,0.1206
0.969,3015.5869,46675.4160,284.5785,15890382.8931,3947842.9436,27.0312,42.2384,42462.2087,51062.5858,598.3506,555.9950,0.1208
0.97,3013.6167,46731.2633,284.5617,15902335.3779,3954902.6190,27.0331,42.2439,42664.7030,50918.6246,599.9230,557.4604,0.1211
0.971,3011.6513,46787.1110,284.5449,15914281.7767,3961966.8214,27.0362,42.2544,42868.3454,50773.9662,601.5032,558.9337,0.1213
0.972,3009.6907,46842.9590,284.5281,15926222.1132,3969035.5518,27.0399,42.2671,43073.1439,50628.6061,603.0912,560.4150,0.1216
0.973,3007.7349,46898.8075,284.5113,15938156.4107,3976108.8114,27.0440,42.2813,43279.1062,50482.5402,604.6871,561.9044,0.1218
0.974,3005.7838,46954.6563,284.4945,15950084.6929,3983186.6013,27.0484,42.2962,43486.2403,50335.7642,606.2909,563.4021,0.1221
0.975,3003.8376,47010.5055,284.4777,15962006.9837,3990268.9228,27.0527,42.3113,43694.5541,50188.2737,607.9028,564.9079,0.1223
0.976,3001.8961,47066.3552,284.4609,15973923.3069,3997355.7771,27.0570,42.3259,43904.0557,50040.0643,609.5228,566.4221,0.1225
0.977,2999.9593,47122.2052,284.4441,15985833.6868,4004447.1658,27.0611,42.3396,44114.7532,49891.1315,611.1509,567.9446,0.1228
0.978,2998.0272,47178.0558,284.4273,15997738.1478,4011543.0902,27.0648,42.3519,44326.6547,49741.4709,612.7872,569.4756,0.1230
0.979,2996.0999,47233.9067,284.4105,16009636.7143,4018643.5520,27.0681,42.3624,44539.7685,49591.0778,614.4317,571.0152,0.1233
0.98,2994.1772,47289.7582,284.3937,16021529.4110,4025748.5526,27.0708,42.3708,44754.1028,49439.9476,616.0846,572.5633,0.1235
0.981,2992.2592,47345.6102,284.3769,16033416.2630,4032858.0939,27.0730,42.3770,44969.6661,49288.0754,617.7459,574.1200,0.1238
0.982,2990.3458,47401.4626,284.3601,16045297.2952,4039972.1777,27.0746,42.3806,45186.4668,49135.4565,619.4157,575.6856,0.1240
0.983,2988.4371,47457.3156,284.3432,16057172.5328,4047090.8057,27.0755,42.3817,45404.5133,48982.0861,621.0939,577.2599,0.1243
0.984,2986.5330,47513.1692,284.3264,16069042.0014,4054213.9800,27.0757,42.3802,45623.8143,48827.9592,622.7808,578.8431,0.1245
0.985,2984.6335,47569.0233,284.3096,16080905.7265,4061341.7025,27.0753,42.3761,45844.3784,48673.0708,624.4763,580.4353,0.1248
0.986,2982.7386,47624.8780,284.2928,16092763.7339,4068473.9753,27.0742,42.3694,46066.2142,48517.4159,626.1806,582.0365,0.1251
0.987,2980.8482,47680.7333,284.2760,16104616.0496,4075610.8007,27.0725,42.3605,46289.3307,48360.9893,627.8936,583.6468,0.1253
0.988,2978.9624,47736.5892,284.2591,16116462.6996,4082752.1808,27.0703,42.3494,46513.7365,48203.7859,629.6155,585.2663,0.1256
0.989,2977.0811,47792.4458,284.2423,16128303.7105,4089898.1180,27.0676,42.3366,46739.4407,48045.8003,631.3464,586.8950,0.1258
0.99,2975.2042,47848.3031,284.2255,16140139.1085,4097048.6147,27.0645,42.3222,46966.4521,47887.0273,633.0862,588.5331,0.1261
0.991,2973.3318,47904.1610,284.2087,16151968.9205,4104203.6734,27.0612,42.3069,47194.7799,47727.4615,634.8351,590.1807,0.1263
0.992,2971.4639,47960.0197,284.1918,16163793.1733,4111363.2967,27.0577,42.2910,47424.4331,47567.0974,636.5932,591.8377,0.1266
0.993,2969.6004,48015.8791,284.1750,16175611.8939,4118527.4871,27.0542,42.2752,47655.4210,47405.9295,638.3605,593.5043,0.1268
0.994,2967.7413,48071.7393,284.1582,16187425.1095,4125696.2474,27.0509,42.2600,47887.7527,47243.9522,640.1371,595.1806,0.1271
0.995,2965.8865,48127.6003,284.1413,16199232.8476,4132869.5805,27.0479,42.2462,48121.4376,47081.1600,641.9230,596.8667,0.1274
0.996,2964.0361,48183.4621,284.1245,16211035.1357,4140047.4891,27.0454,42.2345,48356.4851,46917.5470,643.7184,598.5625,0.1276
0.997,2962.1900,48239.3247,284.1077,16222832.0016,4147229.9762,27.0437,42.2257,48592.9045,46753.1075,645.5233,600.2683,0.1279
0.998,2960.3481,48295.1882,284.0908,16234623.4732,4154417.0449,27.0429,42.2207,48830.7055,46587.8356,647.3378,601.9841,0.1281
0.999,2958.5105,48351.0527,284.0740,16246409.5786,4161608.6982,27.0433,42.2206,49069.8976,46421.7255,649.1619,603.7100,0.1284
1.0,2956.6772,48406.9180,284.0572,16258190.3461,4168804.9394,27.0452,42.2263,49310.4904,46254.7712,650.9958,605.4460,0.1287
1.0010000000000001,2954.8480,48462.7843,284.0403,16269965.8043,4176005.7719,27.0483,42.2367,49552.4939,46086.9666,652.8395,607.1923,0.1289
1.002,2953.0231,48518.6516,284.0235,16281735.9819,4183211.1991,27.0520,42.2493,49795.9182,45918.3063,654.6931,608.9489,0.1292
1.0030000000000001,2951.2023,48574.5198,284.0066,16293500.9073,4190421.2245,27.0561,42.2633,50040.7731,45748.7848,656.5566,610.7160,0.1295
1.004,2949.3858,48630.3890,283.9898,16305260.6092,4197635.8515,27.0603,42.2781,50287.0690,45578.3967,658.4303,612.4936,0.1297
1.0050000000000001,2947.5733,48686.2592,283.9729,16317015.1169,4204855.0838,27.0646,42.2929,50534.8158,45407.1364,660.3140,614.2819,0.1300
1.006,2945.7651,48742.1303,283.9561,16328764.4593,4212078.9251,27.0688,42.3072,50784.0240,45234.9985,662.2080,616.0808,0.1303
1.0070000000000001,2943.9610,48798.0025,283.9392,16340508.6661,4219307.3792,27.0728,42.3206,51034.7038,45061.9770,664.1122,617.8905,0.1306
1.008,2942.1610,48853.8757,283.9224,16352247.7669,4226540.4499,27.0765,42.3325,51286.8658,44888.0664,666.0269,619.7111,0.1308
1.0090000000000001,2940.3651,48909.7500,283.9055,16363981.7916,4233778.1414,27.0797,42.3427,51540.5205,44713.2606,667.9520,621.5427,0.1311
1.01,2938.5733,48965.6253,283.8886,16375710.7705,4241020.4577,27.0823,42.3509,51795.6784,44537.5538,669.8876,623.3854,0.1314
1.0110000000000001,2936.7857,49021.5017,283.8718,16387434.7338,4248267.4029,27.0845,42.3568,52052.3505,44360.9399,671.8339,625.2393,0.1317
1.012,2935.0020,49077.3791,283.8549,16399153.7122,4255518.9816,27.0860,42.3603,52310.5474,44183.4128,673.7909,627.1044,0.1319
1.0130000000000001,2933.2225,49133.2576,283.8381,16410867.7365,4262775.1979,27.0868,42.3612,52570.2800,44004.9662,675.7587,628.9809,0.1322
1.014,2931.4470,49189.1373,283.8212,16422576.8379,4270036.0565,27.0870,42.3595,52831.5595,43825.5939,677.7374,630.8689,0.1325
1.0150000000000001,2929.6755,49245.0181,283.8043,16434281.0476,4277301.5620,27.0865,42.3553,53094.3967,43645.2895,679.7271,632.7684,0.1328
1.016,2927.9080,49300.9000,283.7875,16445980.3971,4284571.7190,27.0855,42.3486,53358.8030,43464.0465,681.7278,634.6796,0.1331
1.0170000000000001,2926.1445,49356.7831,283.7706,16457674.9182,4291846.5325,27.0838,42.3397,53624.7896,43281.8584,683.7397,636.6026,0.1333
1.018,2924.3849,49412.6674,283.7537,16469364.6430,4299126.0072,27.0816,42.3287,53892.3679,43098.7186,685.7628,638.5375,0.1336
1.0190000000000001,2922.6294,49468.5528,283.7369,16481049.6036,4306410.1483,27.0789,42.3160,54161.5492,42914.6202,687.7973,640.4843,0.1339
1.02,2920.8777,49524.4396,283.7200,16492729.8325,4313698.9608,27.0759,42.3018,54432.3451,42729.5566,689.8432,642.4432,0.1342
1.0210000000000001,2919.1299,49580.3275,283.7031,16504405.3624,4320992.4500,27.0726,42.2867,54704.7673,42543.5208,691.9007,644.4143,0.1345
1.022,2917.3860,49636.2167,283.6862,16516076.2261,4328290.6211,27.0692,42.2711,54978.8274,42356.5059,693.9697,646.3978,0.1347
1.0230000000000001,2915.6460,49692.1072,283.6694,16527742.4569,4335593.4797,27.0658,42.2556,55254.5373,42168.5048,696.0505,648.3936,0.1350
1.024,2913.9098,49747.9990,283.6525,16539404.0882,4342901.0311,27.0626,42.2408,55531.9088,41979.5103,698.1431,650.4019,0.1353
1.025,2912.1774,49803.8922,283.6356,16551061.1534,4350213.2811,27.0597,42.2274,55810.9540,41789.5153,700.2476,652.4229,0.1356
1.026,2910.4488,49859.7867,283.6187,16562713.6865,4357530.2354,27.0573,42.2161,56091.6848,41598.5124,702.3641,654.4566,0.1359
1.027,2908.7240,49915.6826,283.6019,16574361.7215,4364851.8997,27.0557,42.2078,56374.1135,41406.4942,704.4927,656.5031,0.1362
1.028,2907.0029,49971.5799,283.5850,16586005.2927,4372178.2801,27.0551,42.2033,56658.2524,41213.4533,706.6335,658.5626,0.1365
1.029,2905.2855,50027.4787,283.5681,16597644.4346,4379509.3825,27.0556,42.2036,56944.1136,41019.3820,708.7866,660.6352,0.1368
1.03,2903.5718,50083.3789,283.5512,16609279.1820,4386845.2131,27.0576,42.2097,57231.7098,40824.2727,710.9521,662.7210,0.1371
1.031,2901.8617,50139.2806,283.5343,16620909.5702,4394185.7783,27.0607,42.2202,57521.0536,40628.1178,713.1301,664.8201,0.1374
1.032,2900.1553,50195.1838,283.5174,16632535.6343,4401531.0846,27.0644,42.2328,57812.1582,40430.9101,715.3207,666.9326,0.1377
1.033,2898.4526,50251.0884,283.5005,16644157.4096,4408881.1385,27.0684,42.2467,58105.0363,40232.6427,717.5241,669.0586,0.1380
1.034,2896.7535,50306.9946,283.4836,16655774.9314,4416235.9465,27.0727,42.2612,58399.7010,40033.3088,719.7402,671.1984,0.1383
1.035,2895.0580,50362.9023,283.4667,16667388.2355,4423595.5153,27.0769,42.2758,58696.1655,39832.9011,721.9693,673.3519,0.1386
1.036,2893.3662,50418.8115,283.4498,16678997.3579,4430959.8516,27.0811,42.2898,58994.4430,39631.4125,724.2114,675.5193,0.1389
1.037,2891.6780,50474.7222,283.4329,16690602.3350,4438328.9624,27.0850,42.3029,59294.5468,39428.8357,726.4667,677.7007,0.1392
1.038,2889.9933,50530.6345,283.4160,16702203.2034,4445702.8549,27.0886,42.3146,59596.4907,39225.1632,728.7352,679.8964,0.1395
1.039,2888.3123,50586.5483,283.3991,16713800.0001,4453081.5361,27.0917,42.3245,59900.2880,39020.3875,731.0170,682.1062,0.1398
1.04,2886.6348,50642.4637,283.3822,16725392.7623,4460465.0135,27.0943,42.3324,60205.9526,38814.5009,733.3124,684.3306,0.1401
1.041,2884.9609,50698.3807,283.3653,16736981.5275,4467853.2944,27.0963,42.3380,60513.4984,38607.4956,735.6213,686.5694,0.1404
1.042,2883.2906,50754.2993,283.3484,16748566.3336,4475246.3865,27.0978,42.3412,60822.9394,38399.3638,737.9439,688.8229,0.1407
1.043,2881.6238,50810.2194,283.3315,16760147.2188,4482644.2976,27.0985,42.3419,61134.2896,38190.0976,740.2804,691.0913,0.1410
1.044,2879.9605,50866.1412,283.3146,16771724.2213,4490047.0354,27.0987,42.3400,61447.5632,37979.6886,742.6307,693.3745,0.1413
1.045,2878.3007,50922.0647,283.2977,16783297.3801,4497454.6080,27.0982,42.3356,61762.7747,37768.1289,744.9951,695.6729,0.1416
1.046,2876.6443,50977.9898,283.2808,16794866.7340,4504867.0236,27.0971,42.3288,62079.9386,37555.4100,747.3737,697.9864,0.1419
1.047,2874.9915,51033.9165,283.2639,16806432.3225,4512284.2903,27.0954,42.3198,62399.0693,37341.5235,749.7666,700.3153,0.1423
1.048,2873.3421,51089.8450,283.2469,16817994.1852,4519706.4165,27.0932,42.3087,62720.1816,37126.4609,752.1738,702.6597,0.1426
1.049,2871.6961,51145.7752,283.2300,16829552.3619,4527133.4109,27.0905,42.2960,63043.2903,36910.2135,754.5956,705.0197,0.1429
1.05,2870.0536,51201.7071,283.2131,16841106.8930,4534565.2819,27.0875,42.2819,63368.4105,36692.7725,757.0321,707.3955,0.1432
1.051,2868.4144,51257.6407,283.1962,16852657.8190,4542002.0386,27.0842,42.2668,63695.5571,36474.1290,759.4833,709.7872,0.1435
1.052,2866.7786,51313.5761,283.1793,16864205.1806,4549443.6896,27.0809,42.2513,64024.7453,36254.2741,761.9494,712.1949,0.1438
1.053,2865.1462,51369.5133,283.1624,16875749.0191,4556890.2442,27.0775,42.2359,64355.9905,36033.1986,764.4306,714.6189,0.1441
1.054,2863.5171,51425.4523,283.1454,16887289.3758,4564341.7114,27.0743,42.2213,64689.3082,35810.8933,766.9269,717.0592,0.1444
1.055,2861.8913,51481.3931,283.1285,16898826.2925,4571798.1007,27.0714,42.2080,65024.7137,35587.3488,769.4385,719.5160,0.1447
1.056,2860.2688,51537.3358,283.1116,16910359.8111,4579259.4214,27.0691,42.1969,65362.2229,35362.5559,771.9655,721.9894,0.1451
1.057,2858.6495,51593.2804,283.0947,16921889.9740,4586725.6832,27.0676,42.1888,65701.8515,35136.5048,774.5080,724.4796,0.1454
1.058,2857.0335,51649.2269,283.0777,16933416.8239,4594196.8957,27.0670,42.1845,66043.6155,34909.1859,777.0662,726.9868,0.1457
1.059,2855.4207,51705.1753,283.0608,16944940.4036,4601673.0687,27.0675,42.1850,66387.5308,34680.5895,779.6403,729.5111,0.1460
1.06,2853.8110,51761.1257,283.0439,16956460.7563,4609154.2124,27.0696,42.1913,66733.6136,34450.7056,782.2302,732.0527,0.1464
1.061,2852.2046,51817.0780,283.0269,16967977.9262,4616640.3371,27.0727,42.2019,67081.8807,34219.5242,784.8363,734.6117,0.1467
1.062,2850.6013,51873.0323,283.0100,16979491.9571,4624131.4533,27.0764,42.2144,67432.3489,33987.0364,787.4586,737.1883,0.1470
1.063,2849.0011,51928.9886,282.9930,16991002.8927,4631627.5714,27.0805,42.2283,67785.0350,33753.2331,790.0972,739.7826,0.1474
1.064,2847.4041,51984.9468,282.9761,17002510.7774,4639128.7019,27.0847,42.2429,68139.9559,33518.1053,792.7524,742.3948,0.1477
1.065,2845.8102,52040.9071,282.9592,17014015.6557,4646634.8554,27.0890,42.2575,68497.1289,33281.6439,795.4242,745.0251,0.1481
1.066,2844.2195,52096.8694,282.9422,17025517.5725,4654146.0430,27.0931,42.2715,68856.5711,33043.8395,798.1127,747.6736,0.1484
1.067,2842.6319,52152.8337,282.9253,17037016.5732,4661662.2755,27.0971,42.2846,69218.3000,32804.6827,800.8183,750.3406,0.1487
1.068,2841.0474,52208.8000,282.9083,17048512.7037,4669183.5643,27.1006,42.2962,69582.3332,32564.1638,803.5409,753.0261,0.1491
1.069,2839.4660,52264.7683,282.8914,17060006.0099,4676709.9207,27.1037,42.3061,69948.6885,32322.2731,806.2807,755.7304,0.1494
1.07,2837.8877,52320.7387,282.8744,17071496.5386,4684241.3564,27.1064,42.3140,70317.3838,32079.0006,809.0379,758.4536,0.1498
1.071,2836.3125,52376.7112,282.8575,17082984.3366,4691777.8830,27.1084,42.3196,70688.4372,31834.3363,811.8126,761.1959,0.1501
1.072,2834.7403,52432.6857,282.8405,17094469.4513,4699319.5125,27.1098,42.3227,71061.8670,31588.2699,814.6050,763.9575,0.1505
1.073,2833.1712,52488.6623,282.8236,17105951.9304,4706866.2570,27.1106,42.3234,71437.6915,31340.7911,817.4153,766.7385,0.1508
1.074,2831.6051,52544.6410,282.8066,17117431.8220,4714418.1287,27.1107,42.3214,71815.9295,31091.8893,820.2435,769.5391,0.1512
1.075,2830.0420,52600.6218,282.7897,17128909.1747,4721975.1402,27.1102,42.3170,72196.5996,30841.5539,823.0899,772.3596,0.1515
1.076,2828.4820,52656.6048,282.7727,17140384.0374,4729537.3041,27.1091,42.3101,72579.7207,30589.7741,825.9546,775.2001,0.1518
1.077,2826.9249,52712.5899,282.7558,17151856.4594,4737104.6331,27.1074,42.3010,72965.3120,30336.5389,828.8378,778.0608,0.1522
1.078,2825.3708,52768.5771,282.7388,17163326.4904,4744677.1402,27.1051,42.2899,73353.3926,30081.8372,831.7396,780.9419,0.1525
1.079,2823.8197,52824.5666,282.7218,17174794.1804,4752254.8387,27.1025,42.2770,73743.9820,29825.6577,834.6602,783.8435,0.1529
1.08,2822.2715,52880.5582,282.7049,17186259.5801,4759837.7417,27.0994,42.2628,74137.0997,29567.9891,837.5997,786.7659,0.1532
1.081,2820.7262,52936.5521,282.6879,17197722.7402,4767425.8628,27.0961,42.2477,74532.7655,29308.8197,840.5584,789.7093,0.1536
1.082,2819.1838,52992.5482,282.6709,17209183.7120,4775019.2158,27.0927,42.2320,74930.9992,29048.1378,843.5364,792.6738,0.1539
1.083,2817.6442,53048.5465,282.6540,17220642.5473,4782617.8144,27.0893,42.2165,75331.8210,28785.9317,846.5339,795.6597,0.1542
1.084,2816.1076,53104.5472,282.6370,17232099.2981,4790221.6726,27.0861,42.2017,75735.2509,28522.1892,849.5510,798.6672,0.1546
1.085,2814.5737,53160.5501,282.6200,17243554.0168,4797830.8048,27.0832,42.1883,76141.3096,28256.8983,852.5879,801.6964,0.1549
1.086,2813.0427,53216.5554,282.6031,17255006.7563,4805445.2252,27.0808,42.1771,76550.0173,27990.0466,855.6448,804.7476,0.1553
1.087,2811.5144,53272.5630,282.5861,17266457.5698,4813064.9483,27.0792,42.1688,76961.3950,27721.6217,858.7218,807.8210,0.1557
1.088,2809.9890,53328.5729,282.5691,17277906.5110,4820689.9891,27.0786,42.1643,77375.4634,27451.6110,861.8192,810.9168,0.1560
1.089,2808.4662,53384.5853,282.5521,17289353.6340,4828320.3623,27.0791,42.1646,77792.2436,27180.0016,864.9372,814.0351,0.1564
1.09,2806.9462,53440.6001,282.5352,17300798.9931,4835956.0830,27.0811,42.1707,78211.7568,26906.7809,868.0758,817.1763,0.1568
1.091,2805.4289,53496.6173,282.5182,17312242.6440,4843597.1669,27.0843,42.1812,78634.0250,26631.9356,871.2354,820.3405,0.1571
1.092,2803.9142,53552.6370,282.5012,17323684.6423,4851243.6299,27.0880,42.1938,79059.0703,26355.4538,874.4160,823.5279,0.1575
1.093,2802.4023,53608.6591,282.4842,17335125.0431,4858895.4875,27.0920,42.2077,79486.9148,26077.3240,877.6179,826.7389,0.1579
1.094,2800.8930,53664.6836,282.4672,17346563.9022,4866552.7554,27.0963,42.2223,79917.5808,25797.5344,880.8412,829.9735,0.1583
1.095,2799.3864,53720.7107,282.4502,17358001.2761,4874215.4499,27.1006,42.2370,80351.0908,25516.0730,884.0862,833.2321,0.1587
1.096,2797.8824,53776.7401,282.4333,17369437.2214,4881883.5870,27.1048,42.2512,80787.4676,25232.9276,887.3531,836.5148,0.1591
1.097,2796.3812,53832.7721,282.4163,17380871.7956,4889557.1834,27.1087,42.2643,81226.7340,24948.0858,890.6420,839.8219,0.1595
1.098,2794.8825,53888.8065,282.3993,17392305.0565,4897236.2558,27.1123,42.2761,81668.9132,24661.5351,893.9531,843.1536,0.1599
1.099,2793.3865,53944.8435,282.3823,17403737.0625,4904920.8211,27.1155,42.2861,82114.0287,24373.2627,897.2867,846.5101,0.1602
1.1,2791.8931,54000.8829,282.3653,17415167.8726,4912610.8966,27.1181,42.2941,82562.1041,24083.2555,900.6429,849.8917,0.1606
1.101,2790.4024,54056.9249,282.3483,17426597.5462,4920306.4997,27.1202,42.2998,83013.1632,23791.5004,904.0220,853.2987,0.1610
1.102,2788.9142,54112.9694,282.3313,17438026.1434,4928007.6481,27.1216,42.3030,83467.2300,23497.9840,907.4241,856.7312,0.1614
1.103,2787.4286,54169.0164,282.3143,17449453.7246,4935714.3597,27.1224,42.3038,83924.3290,23202.6928,910.8496,860.1896,0.1618
1.104,2785.9456,54225.0660,282.2973,17460880.3508,4943426.6528,27.1226,42.3019,84384.4845,22905.6128,914.2985,863.6740,0.1622
1.105,2784.4652,54281.1182,282.2803,17472306.0837,4951144.5455,27.1221,42.2975,84847.7214,22606.7303,917.7710,867.1848,0.1626
1.106,2782.9873,54337.1730,282.2633,17483730.9852,4958868.0567,27.1210,42.2908,85314.0646,22306.0309,921.2675,870.7221,0.1629
1.107,2781.5119,54393.2304,282.2463,17495155.1182,4966597.2052,27.1193,42.2817,85783.5394,22003.5003,924.7882,874.2863,0.1633
1.108,2780.0390,54449.2903,282.2293,17506578.5455,4974332.0100,27.1171,42.2706,86256.1710,21699.1239,928.3332,877.8775,0.1637
1.109,2778.5686,54505.3530,282.2123,17518001.3310,4982072.4905,27.1144,42.2578,86731.9852,21392.8870,931.9027,881.4961,0.1641
1.11,2777.1007,54561.4183,282.1953,17529423.5389,4989818.6662,27.1114,42.2435,87211.0079,21084.7745,935.4971,885.1424,0.1645
1.111,2775.6352,54617.4862,282.1783,17540845.2338,4997570.5570,27.1081,42.2284,87693.2651,20774.7712,939.1165,888.8165,0.1648
1.112,2774.1722,54673.5569,282.1613,17552266.4810,5005328.1829,27.1047,42.2127,88178.7831,20462.8619,942.7611,892.5189,0.1652
